year,lon,lat,edge_density,building_coverage,texture_entropy,ssim,resnet_cosine_dist,building_count,building_area_mean,amenity_count,shop_count,leisure_count,poi_diversity,road_length_total,d_edge_density,d_building_coverage,d_texture_entropy,d_building_count,d_building_area_mean,d_amenity_count,d_shop_count,d_leisure_count,d_poi_diversity,d_road_length_total
2025,120.645,24.095,0.1396812042124542,0.2010279304029304,3.0851731701359624,0.6629025078467817,0.0410296916961669,44,1035.306744733861,0,0,0,0.0,0.0,0.007864583333333397,-0.005363438644688606,0.02423214707095811,1.0,-20.205783670334995,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.105,0.0,0.0,0.0,,,0,0.0,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.645,24.105,0.1076522435897436,0.2179252518315018,3.011676464541445,0.0040684366574631,0.7709633111953735,1,1234.5223598606403,0,0,0,0.0,0.0,0.1076522435897436,0.2179252518315018,3.011676464541445,1.0,1234.5223598606403,0.0,0.0,0.0,0.0,0.0
2020,120.645,24.105,0.122396978021978,0.2491752518315018,3.0731584336898186,0.7546058220920732,0.0588706731796264,5,583.8770051103093,0,1,0,-0.0,0.0,0.01474473443223441,0.03125,0.06148196914837367,4.0,-650.6453547503311,0.0,1.0,0.0,-0.0,0.0
2021,120.645,24.105,0.1522332875457875,0.269080815018315,3.198221352780019,0.8720243111900792,0.0682860612869262,6,1018.8955897644968,0,1,0,-0.0,0.0,0.029836309523809487,0.01990556318681319,0.12506291909020062,1.0,435.0185846541875,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.105,0.0,0.0,0.0,0.0028222218429336,0.7780730128288269,7,1008.9011013767048,0,1,0,-0.0,0.0,-0.1522332875457875,-0.269080815018315,-3.198221352780019,1.0,-9.99448838779199,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.105,0.1692708333333333,0.267327152014652,3.246412778254023,0.0077753407012988,0.7613871097564697,26,545.3600653351364,0,1,0,-0.0,0.0,0.1692708333333333,0.267327152014652,3.246412778254023,19.0,-463.5410360415684,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.105,0.1640270146520146,0.2481673534798534,3.198966635253436,0.4875549846304606,0.1072046160697937,32,508.02677509739743,2,1,0,0.9182958340544896,0.0,-0.005243818681318679,-0.019159798534798628,-0.047446143000586805,6.0,-37.333290237738936,2.0,0.0,0.0,0.9182958340544896,0.0
2025,120.645,24.105,0.1772040979853479,0.2523935439560439,3.2283298425763767,0.6399866297535713,0.0437099337577819,33,506.5974067356052,3,1,0,0.8112781244591328,0.0,0.013177083333333284,0.004226190476190522,0.02936320732294062,1.0,-1.4293683617922284,1.0,0.0,0.0,-0.10701770959535672,0.0
2018,120.645,24.115,0.0,0.0,0.0,,,1,840.1249665113403,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.645,24.115,0.1018704212454212,0.2182274496336996,3.0390676183242915,0.0036791564320065,0.7542247772216797,0,0.0,0,0,0,0.0,0.0,0.1018704212454212,0.2182274496336996,3.0390676183242915,-1.0,-840.1249665113403,0.0,0.0,0.0,0.0,0.0
2020,120.645,24.115,0.124238782051282,0.2539543269230769,3.126233402524351,0.7402561536876265,0.0638368725776672,2,304.17725967784725,2,0,0,-0.0,0.0,0.0223683608058608,0.03572687728937729,0.08716578420005927,2.0,304.17725967784725,2.0,0.0,0.0,-0.0,0.0
2021,120.645,24.115,0.1521171016483516,0.2715024038461539,3.2161499141457126,0.8669725071735098,0.0579861402511596,7,841.645484489212,2,0,0,-0.0,0.0,0.0278783195970696,0.017548076923076972,0.08991651162136183,5.0,537.4682248113647,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.115,0.0,0.0,0.0,0.0024256818530389,0.7741735577583313,20,761.7439306756385,2,0,0,-0.0,0.0,-0.1521171016483516,-0.2715024038461539,-3.2161499141457126,13.0,-79.90155381357351,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.115,0.167152586996337,0.2836578525641026,3.273840810155622,0.0065264324228238,0.815071165561676,28,683.2967326581268,3,0,0,-0.0,0.0,0.167152586996337,0.2836578525641026,3.273840810155622,8.0,-78.44719801751171,1.0,0.0,0.0,0.0,0.0
2024,120.645,24.115,0.164117445054945,0.2480803571428571,3.237099286655263,0.4922255854058046,0.0865442156791687,29,672.396991619458,4,0,0,-0.0,0.0,-0.003035141941392011,-0.0355774954212455,-0.0367415235003592,1.0,-10.899741038668708,1.0,0.0,0.0,0.0,0.0
2025,120.645,24.115,0.1821714743589743,0.2542095924908425,3.269544020495579,0.6431550996096703,0.0433326363563537,30,645.3465493662053,5,0,0,-0.0,0.0,0.0180540293040293,0.006129235347985429,0.03244473384031599,1.0,-27.050442253252754,1.0,0.0,0.0,0.0,0.0
2018,120.645,24.125,0.0,0.0,0.0,,,2,721.6811094668193,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.645,24.125,0.0974181547619047,0.2248551968864469,3.0492805373608625,0.0034228598254595,0.7722481489181519,3,3252.577987933348,0,0,0,0.0,0.0,0.0974181547619047,0.2248551968864469,3.0492805373608625,1.0,2530.896878466529,0.0,0.0,0.0,0.0,0.0
2020,120.645,24.125,0.1324559294871795,0.2497544642857143,3.1620020907593545,0.7232024149960447,0.07847660779953,3,3252.577987933348,0,0,0,0.0,0.0,0.03503777472527479,0.0248992673992674,0.11272155339849199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,120.645,24.125,0.154672619047619,0.2650206043956044,3.213133061082329,0.8824573246266102,0.0512911081314086,4,2528.797818779182,0,0,0,0.0,0.0,0.022216689560439512,0.01526614010989008,0.051130970322974534,1.0,-723.7801691541663,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.125,0.0,0.0,0.0,0.002473516469187,0.793377161026001,5,2151.332798273538,0,1,0,-0.0,0.0,-0.154672619047619,-0.2650206043956044,-3.213133061082329,1.0,-377.4650205056437,0.0,1.0,0.0,-0.0,0.0
2023,120.645,24.125,0.1729349816849817,0.2650658195970696,3.277669438815427,0.0066055553439096,0.8078684210777283,5,2151.332798273538,0,1,0,-0.0,0.0,0.1729349816849817,0.2650658195970696,3.277669438815427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.125,0.1695535714285714,0.2420501373626373,3.2475080137523853,0.5016403609540669,0.1146287322044372,6,2216.8328220329554,0,1,0,-0.0,0.0,-0.003381410256410311,-0.02301568223443229,-0.030161425063041758,1.0,65.50002375941722,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.125,0.1845129349816849,0.2475022893772893,3.269176735055935,0.6389854155155547,0.0282731652259826,8,1925.617472471996,0,1,0,-0.0,0.0,0.014959363553113503,0.00545215201465199,0.0216687213035498,2.0,-291.21534956095934,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.135,0.0,0.0,0.0,,,31,2102.208011993812,18,3,0,0.5916727785823275,0.0,,,,,,,,,,
2019,120.645,24.135,0.0990052655677655,0.2362139423076923,3.0710048866051483,0.0031321463690065,0.7545788884162903,37,2085.407524244184,21,3,0,0.5435644431995964,0.0,0.0990052655677655,0.2362139423076923,3.0710048866051483,6.0,-16.80048774962779,3.0,0.0,0.0,-0.04810833538273107,0.0
2020,120.645,24.135,0.1383390567765567,0.2550801282051282,3.185652954000985,0.7093107028847371,0.0724120736122131,46,1820.2395642826225,26,3,0,0.4798320236161285,0.0,0.0393337912087912,0.01886618589743591,0.11464806739583677,9.0,-265.16795996156156,5.0,0.0,0.0,-0.06373241958346793,0.0
2021,120.645,24.135,0.1626253434065934,0.2703497023809524,3.2370783369214804,0.8793720104846048,0.0567051768302917,70,1478.0878946320938,29,3,0,0.4488644887230294,0.0,0.024286286630036708,0.015269574175824197,0.051425382920495366,24.0,-342.1516696505287,3.0,0.0,0.0,-0.030967534893099058,0.0
2022,120.645,24.135,0.0,0.0,0.0,0.0023037459917543,0.7724137306213379,125,840.5583606653821,28,4,0,0.5435644431995964,0.0,-0.1626253434065934,-0.2703497023809524,-3.2370783369214804,55.0,-637.5295339667117,-1.0,1.0,0.0,0.09469995447656698,0.0
2023,120.645,24.135,0.1805671932234432,0.2637454212454212,3.293395827062763,0.006437402086212,0.7766513228416443,148,798.9922704313348,29,4,0,0.5328350630342233,0.0,0.1805671932234432,0.2637454212454212,3.293395827062763,23.0,-41.56609023404735,1.0,0.0,0.0,-0.01072938016537306,0.0
2024,120.645,24.135,0.1775618131868132,0.2460096153846153,3.264984121762296,0.4934672923709654,0.0747578144073486,148,798.9922704313349,29,4,0,0.5328350630342233,0.0,-0.0030053800366300065,-0.01773580586080592,-0.028411705300467105,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.135,0.1897653388278388,0.2530963827838828,3.2765885893102804,0.6380422463879458,0.0387598276138305,151,804.9393413462033,30,3,0,0.4394969869215134,0.0,0.012203525641025614,0.007086767399267502,0.011604467547984498,3.0,5.947070914868391,1.0,-1.0,0.0,-0.09333807611270994,0.0
2018,120.645,24.145,0.0,0.0,0.0,,,11,2760.4617108830166,5,2,1,1.2987949406953985,0.0,,,,,,,,,,
2019,120.645,24.145,0.1158407738095238,0.2302506868131868,3.173901151476546,0.0024888947889649,0.7723098397254944,27,1691.6184139288296,7,2,1,1.1567796494470397,0.0,0.1158407738095238,0.2302506868131868,3.173901151476546,16.0,-1068.843296954187,2.0,0.0,0.0,-0.14201529124835877,0.0
2020,120.645,24.145,0.1599376144688644,0.2697710622710623,3.2764077637520783,0.6907750828569867,0.0641620755195617,31,1634.8964445696977,7,2,1,1.1567796494470397,0.0,0.044096840659340594,0.039520375457875484,0.10250661227553248,4.0,-56.72196935913189,0.0,0.0,0.0,0.0,0.0
2021,120.645,24.145,0.190420673076923,0.2681255723443223,3.3276825739234144,0.8860092648160501,0.0347960591316223,78,1127.4355577895767,9,2,1,1.0408520829727552,0.0,0.03048305860805861,-0.0016454899267399625,0.05127481017133606,47.0,-507.460886780121,2.0,0.0,0.0,-0.11592756647428448,0.0
2022,120.645,24.145,0.0,0.0,0.0,0.0016926196722411,0.7832802534103394,134,841.4874102187594,16,9,1,1.141619525334138,0.0,-0.190420673076923,-0.2681255723443223,-3.3276825739234144,56.0,-285.94814757081735,7.0,7.0,0.0,0.10076744236138269,0.0
2023,120.645,24.145,0.2110101877289377,0.2752312271062271,3.359936747066566,0.0028212306128542,0.7815978527069092,134,841.4874102187592,16,9,1,1.141619525334138,0.0,0.2110101877289377,0.2752312271062271,3.359936747066566,0.0,-1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.145,0.2050921474358974,0.2675875686813186,3.33697945320963,0.4803992384001286,0.0228158235549926,134,841.4914786886628,16,9,1,1.141619525334138,0.0,-0.0059180402930403,-0.007643658424908495,-0.022957293856936012,0.0,0.004068469903586447,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.145,0.2133367673992674,0.2802209249084249,3.342460245287948,0.6136184567537466,0.0443241000175476,135,830.9662084631135,16,9,1,1.141619525334138,0.0,0.008244619963370003,0.012633356227106263,0.005480792078317975,1.0,-10.52527022554932,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.155,0.0,0.0,0.0,,,38,1623.8334915843086,9,2,0,0.6840384356390417,0.0,,,,,,,,,,
2019,120.645,24.155,0.1227255036630036,0.2400955815018315,3.186713952523192,0.0024059617229938,0.7831268310546875,43,1539.0703585038227,11,3,0,0.74959525725948,0.0,0.1227255036630036,0.2400955815018315,3.186713952523192,5.0,-84.76313308048589,2.0,1.0,0.0,0.0655568216204383,0.0
2020,120.645,24.155,0.1688072344322344,0.2800612408424908,3.29674083984059,0.6900817700604102,0.0459424257278442,56,1364.0200009740572,20,3,0,0.5586293734521992,0.0,0.04608173076923079,0.03996565934065929,0.11002688731739818,13.0,-175.0503575297655,9.0,0.0,0.0,-0.19096588380728075,0.0
2021,120.645,24.155,0.2004927884615384,0.2727289377289377,3.35155146661458,0.8824045949176296,0.0186353325843811,84,1174.51301223033,18,4,0,0.6840384356390417,0.0,0.03168555402930401,-0.007332303113553096,0.054810626773989846,28.0,-189.5069887437271,-2.0,1.0,0.0,0.12540906218684245,0.0
2022,120.645,24.155,0.0,0.0,0.0,0.0015418775086432,0.7904917001724243,100,1014.0657681922196,18,4,0,0.6840384356390417,0.0,-0.2004927884615384,-0.2727289377289377,-3.35155146661458,16.0,-160.4472440381105,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.155,0.2209621108058608,0.2933167353479853,3.3726336361316296,0.0029828795200664,0.7928801774978638,112,1037.1084821048942,19,4,0,0.6665783579949205,0.0,0.2209621108058608,0.2933167353479853,3.3726336361316296,12.0,23.04271391267457,1.0,0.0,0.0,-0.017460077644121164,0.0
2024,120.645,24.155,0.2104681776556776,0.2772413003663003,3.344238298014321,0.4744654227806805,0.0201811790466308,134,899.5141108967891,19,3,0,0.5746356978376794,0.0,-0.01049393315018321,-0.01607543498168501,-0.028395338117308544,22.0,-137.59437120810503,0.0,-1.0,0.0,-0.09194266015724106,0.0
2025,120.645,24.155,0.2141907051282051,0.2862872023809524,3.352342740006352,0.6079956750954644,0.0286408066749572,133,888.8533882754343,19,3,0,0.5746356978376794,0.0,0.0037225274725274926,0.009045902014652107,0.008104441992030864,-1.0,-10.660722621354807,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.165,0.0,0.0,0.0,,,49,1806.554441011246,7,5,0,0.9798687566511528,0.0,,,,,,,,,,
2019,120.645,24.165,0.1243091804029304,0.2621440018315018,3.1802347255550965,0.0023265455376883,0.7342164516448975,49,1793.5541930740565,8,5,0,0.961236604722876,0.0,0.1243091804029304,0.2621440018315018,3.1802347255550965,0.0,-13.000247937189442,1.0,0.0,0.0,-0.01863215192827683,0.0
2020,120.645,24.165,0.1738043727106227,0.2889497481684981,3.296816842940989,0.6932549987269,0.0543139576911926,59,1647.7243645162814,11,7,0,0.964078764808229,0.0,0.04949519230769231,0.026805746336996283,0.11658211738589275,10.0,-145.82982855777504,3.0,2.0,0.0,0.002842160085352985,0.0
2021,120.645,24.165,0.2012190934065934,0.2860914606227106,3.349739998524568,0.8806393340755332,0.0262874364852905,84,1458.6358507501143,10,7,0,0.9774178175281716,0.0,0.0274147206959707,-0.0028582875457874857,0.05292315558357874,25.0,-189.08851376616713,-1.0,0.0,0.0,0.013339052719942623,0.0
2022,120.645,24.165,0.0,0.0,0.0,0.0014269774176409,0.7726889848709106,84,1458.6358508549874,10,7,0,0.9774178175281716,0.0,-0.2012190934065934,-0.2860914606227106,-3.349739998524568,0.0,1.0487315194041003e-07,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.165,0.222400412087912,0.2979561584249084,3.373188981954794,0.0029013584529992,0.750878095626831,83,1439.8720667917355,10,6,0,0.954434002924965,0.0,0.222400412087912,0.2979561584249084,3.373188981954794,-1.0,-18.763784063251933,0.0,-1.0,0.0,-0.02298381460320653,0.0
2024,120.645,24.165,0.2085828754578754,0.2900950091575091,3.3368253636429914,0.4703840279249659,0.02444589138031,83,1427.5026231345926,10,6,0,0.954434002924965,0.0,-0.013817536630036598,-0.007861149267399337,-0.03636361831180279,0.0,-12.369443657142938,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.165,0.2096090888278388,0.2964583333333333,3.3427535219554865,0.6010437371173254,0.0710288286209106,86,1409.86395814786,10,6,0,0.954434002924965,0.0,0.0010262133699633913,0.006363324175824248,0.0059281583124950465,3.0,-17.638664986732465,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.175,0.0,0.0,0.0,,,120,867.4399394263925,13,5,1,1.1050139971135322,0.0,,,,,,,,,,
2019,120.645,24.175,0.1156421703296703,0.2540252976190476,3.141930393910122,0.0022676303224092,0.769861102104187,123,852.4028074745984,15,5,1,1.0488412604661608,0.0,0.1156421703296703,0.2540252976190476,3.141930393910122,3.0,-15.037131951794095,2.0,0.0,0.0,-0.056172736647371435,0.0
2020,120.645,24.175,0.1639314331501831,0.2787877747252747,3.2676970795211027,0.6963161718172134,0.0576022863388061,128,843.721122783951,15,5,1,1.0488412604661608,0.0,0.04828926282051281,0.024762477106227143,0.12576668561098048,5.0,-8.68168469064733,0.0,0.0,0.0,0.0,0.0
2021,120.645,24.175,0.1910817307692307,0.2765853937728937,3.329055267276815,0.8634665775100057,0.0352528691291809,170,755.1341597844877,15,7,1,1.121177460903491,0.0,0.02715029761904761,-0.002202380952381011,0.06135818775571256,42.0,-88.58696299946337,0.0,2.0,0.0,0.07233620043733024,0.0
2022,120.645,24.175,0.0,0.0,0.0,0.0013528165484582,0.7844102382659912,257,606.4906839130653,15,8,1,1.1431558784658322,0.0,-0.1910817307692307,-0.2765853937728937,-3.329055267276815,87.0,-148.64347587142242,0.0,1.0,0.0,0.0219784175623412,0.0
2023,120.645,24.175,0.2134649725274725,0.2954635989010989,3.3570122654857943,0.0028511840466362,0.7928487062454224,259,611.3191273705463,16,8,1,1.1238561897747246,0.0,0.2134649725274725,0.2954635989010989,3.3570122654857943,2.0,4.8284434574810575,1.0,0.0,0.0,-0.019299688691107653,0.0
2024,120.645,24.175,0.1984214743589743,0.2910874542124542,3.313894281081216,0.470185715986519,0.0210224986076354,259,607.2508103290294,16,7,1,1.0994839817876882,0.0,-0.015043498168498204,-0.004376144688644723,-0.04311798440457837,0.0,-4.068317041516934,0.0,-1.0,0.0,-0.02437220798703632,0.0
2025,120.645,24.175,0.2052421016483516,0.2912957875457875,3.323412709635247,0.6164228851140253,0.0867750644683837,259,606.9969268381628,16,7,1,1.0994839817876882,0.0,0.006820627289377296,0.0002083333333333104,0.009518428554030844,0.0,-0.25388349086654216,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.185,0.0,0.0,0.0,,,61,1022.2583821706762,5,3,1,1.3516441151533922,0.0,,,,,,,,,,
2019,120.645,24.185,0.0936195054945055,0.210106456043956,3.0465069131943188,0.0023965324747028,0.7943788170814514,62,1017.5163372462648,6,2,1,1.224394445405986,0.0,0.0936195054945055,0.210106456043956,3.0465069131943188,1.0,-4.7420449244114025,1.0,-1.0,0.0,-0.12724966974740615,0.0
2020,120.645,24.185,0.1351196199633699,0.2539858058608059,3.1838781007149484,0.7171397961047242,0.0998473167419433,70,1026.393358025488,8,3,1,1.188721875540867,0.0,0.04150011446886441,0.04387934981684988,0.1373711875206296,8.0,8.87702077922313,2.0,1.0,0.0,-0.03567256986511902,0.0
2021,120.645,24.185,0.165418956043956,0.2409901556776556,3.281033568241012,0.8388413137381635,0.0547682046890258,82,1174.8364468205684,8,3,1,1.188721875540867,0.0,0.030299336080586103,-0.01299565018315027,0.09715546752606352,12.0,148.44308879508048,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.185,0.0,0.0,0.0,0.0014890684367332,0.8032383322715759,116,923.0830846455448,8,1,1,0.9219280948873624,0.0,-0.165418956043956,-0.2409901556776556,-3.281033568241012,34.0,-251.75336217502365,0.0,-2.0,0.0,-0.2667937806535047,0.0
2023,120.645,24.185,0.1898660714285714,0.2625320512820512,3.320328767004036,0.0030802261896839,0.8056339621543884,116,923.0830846455448,8,1,1,0.9219280948873624,0.0,0.1898660714285714,0.2625320512820512,3.320328767004036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.185,0.1758104395604395,0.2568996108058608,3.265758666298046,0.4861377749456375,0.0657538771629333,128,866.7315067567213,10,3,2,1.2419460322060458,0.0,-0.014055631868131885,-0.005632440476190381,-0.05457010070598978,12.0,-56.3515778888235,2.0,2.0,1.0,0.32001793731868344,0.0
2025,120.645,24.185,0.1904641712454212,0.2626831501831502,3.280433385647183,0.639000314876976,0.0893123149871826,129,861.5714524014329,11,3,2,1.1994602933016414,0.0,0.014653731684981686,0.005783539377289371,0.014674719349137,1.0,-5.160054355288366,1.0,0.0,0.0,-0.042485738904404435,0.0
2018,120.645,24.195,0.0,0.0,0.0,,,7,874.5739865187007,3,0,0,-0.0,0.0,,,,,,,,,,
2019,120.645,24.195,0.0825841346153846,0.1781358745421245,2.977638853512402,0.0025698504399191,0.7730238437652588,7,874.5739865187007,3,0,0,-0.0,0.0,0.0825841346153846,0.1781358745421245,2.977638853512402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,120.645,24.195,0.1201934523809523,0.2148311584249084,3.1334337750150296,0.7393839903898854,0.085888385772705,10,1120.65781387644,3,0,0,-0.0,0.0,0.03760931776556771,0.0366952838827839,0.15579492150262775,3.0,246.08382735773932,0.0,0.0,0.0,0.0,0.0
2021,120.645,24.195,0.1502884615384615,0.2006564789377289,3.2563128492311484,0.8139080607583069,0.0686069726943969,10,1120.6578138764398,3,0,0,-0.0,0.0,0.030095009157509206,-0.014174679487179515,0.12287907421611877,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.195,0.0,0.0,0.0,0.0016090486138371,0.7922708988189697,10,1151.7298208769523,3,0,0,-0.0,0.0,-0.1502884615384615,-0.2006564789377289,-3.2563128492311484,0.0,31.072007000512485,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.195,0.1715378891941392,0.2384443681318681,3.28642244391764,0.0044410599440991,0.7882993817329407,10,1151.7298208769523,3,0,0,-0.0,0.0,0.1715378891941392,0.2384443681318681,3.28642244391764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.195,0.1599330357142857,0.2180912316849816,3.2219700508762408,0.4956256181645732,0.0850085616111755,10,1151.7298208769523,3,0,0,-0.0,0.0,-0.011604853479853516,-0.020353136446886494,-0.06445239304139916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.195,0.1780179716117216,0.2308928571428571,3.237695289480674,0.6637751604552434,0.0319937467575073,11,1194.141674781521,3,0,0,-0.0,0.0,0.0180849358974359,0.012801625457875498,0.01572523860443331,1.0,42.411853904568716,0.0,0.0,0.0,0.0,0.0
2018,120.645,24.205,0.0,0.0,0.0,,,0,0.0,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.645,24.205,0.0842307692307692,0.1813759157509157,2.959471533424721,0.0025202148452786,0.7441301345825195,0,0.0,0,0,0,0.0,0.0,0.0842307692307692,0.1813759157509157,2.959471533424721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,120.645,24.205,0.1250492216117216,0.2230877976190476,3.134684000325816,0.739103794371045,0.0489417910575866,0,0.0,0,0,0,0.0,0.0,0.0408184523809524,0.041711881868131906,0.17521246690109482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,120.645,24.205,0.152209249084249,0.1978153617216117,3.262923027361724,0.7952582966449692,0.0675064325332641,0,0.0,0,0,0,0.0,0.0,0.02716002747252738,-0.025272435897435885,0.12823902703590795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,120.645,24.205,0.0,0.0,0.0,0.0015870812603692,0.7551482915878296,0,0.0,0,0,0,0.0,0.0,-0.152209249084249,-0.1978153617216117,-3.262923027361724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,120.645,24.205,0.1744734432234432,0.243419184981685,3.2875966785474278,0.0047585611190747,0.7360169887542725,0,0.0,0,0,0,0.0,0.0,0.1744734432234432,0.243419184981685,3.2875966785474278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.645,24.205,0.1588169642857143,0.2222928113553113,3.204140988412364,0.4996098461251472,0.0898029804229736,0,0.0,0,0,0,0.0,0.0,-0.015656478937728896,-0.021126373626373707,-0.0834556901350636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,120.645,24.205,0.1766191620879121,0.2326717032967033,3.226011862415189,0.6690439393727634,0.0352111458778381,0,0.0,0,0,0,0.0,0.0,0.0178021978021978,0.010378891941392021,0.021870874002824614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,120.655,24.085,0.0,0.0,0.0,,,48,821.5401453978847,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.655,24.085,0.0967113095238095,0.1943938873626373,2.827100849806937,0.0055838885935667,0.7621278762817383,5,645.604226725024,0,0,0,0.0,0.0,0.0967113095238095,0.1943938873626373,2.827100849806937,-43.0,-175.93591867286068,0.0,0.0,0.0,0.0,0.0
2020,120.655,24.085,0.1039921016483516,0.2201631181318681,2.8930855006697,0.7800854518039716,0.0799213647842407,5,645.604226725024,0,0,0,0.0,0.0,0.007280792124542093,0.025769230769230794,0.06598465086276306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,120.655,24.085,0.1316300366300366,0.2313627518315018,3.0113449643060117,0.8907586436143674,0.0545310974121093,5,645.604226725024,0,0,0,0.0,0.0,0.027637934981685014,0.011199633699633699,0.11825946363631168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,120.655,24.085,0.0,0.0,0.0,0.0046549810360669,0.7765052318572998,5,645.604226725024,0,0,0,0.0,0.0,-0.1316300366300366,-0.2313627518315018,-3.0113449643060117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,120.655,24.085,0.1474427655677655,0.2228147893772893,3.0725838838179667,0.0099882087193263,0.7630252838134766,5,645.604226725024,0,0,0,0.0,0.0,0.1474427655677655,0.2228147893772893,3.0725838838179667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.655,24.085,0.1399656593406593,0.2120638736263736,3.058988415187714,0.5658750149581063,0.1392991542816162,5,645.604226725024,0,0,0,0.0,0.0,-0.007477106227106206,-0.01075091575091569,-0.01359546863025285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,120.655,24.085,0.1450103021978022,0.1958379120879121,3.100279096788271,0.6435982232456581,0.0858981609344482,5,645.604226725024,0,0,0,0.0,0.0,0.0050446428571429,-0.01622596153846151,0.04129068160055738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,120.655,24.095,0.0,0.0,0.0,,,35,1427.3711064968074,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.655,24.095,0.1085989010989011,0.2249107142857143,2.9310226950731457,0.0047856923950082,0.7639128565788269,5,348.30895433346825,0,0,0,0.0,0.0,0.1085989010989011,0.2249107142857143,2.9310226950731457,-30.0,-1079.0621521633393,0.0,0.0,0.0,0.0,0.0
2020,120.655,24.095,0.1173872481684981,0.2577844551282051,2.992459831230621,0.7668352691550363,0.0723950266838073,5,348.3089543334682,0,0,0,0.0,0.0,0.00878834706959701,0.032873740842490784,0.06143713615747526,0.0,-5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0
2021,120.655,24.095,0.1468372252747252,0.2745175137362637,3.118361677101238,0.8739849807587817,0.079485535621643,6,904.4820024994624,0,0,0,0.0,0.0,0.0294499771062271,0.016733058608058626,0.12590184587061692,1.0,556.1730481659943,0.0,0.0,0.0,0.0,0.0
2022,120.655,24.095,0.0,0.0,0.0,0.0037516040249702,0.7729157209396362,6,904.4820024994624,0,0,0,0.0,0.0,-0.1468372252747252,-0.2745175137362637,-3.118361677101238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,120.655,24.095,0.1618486721611721,0.2501299221611721,3.165344417873332,0.0076460007219917,0.7667818665504456,7,799.1348426595697,1,1,0,1.0,0.0,0.1618486721611721,0.2501299221611721,3.165344417873332,1.0,-105.3471598398927,1.0,1.0,0.0,1.0,0.0
2024,120.655,24.095,0.1573426053113553,0.2454246794871795,3.1452379670002397,0.5130175221471576,0.1403912305831909,7,799.1374967584342,1,1,0,1.0,0.0,-0.004506066849816803,-0.004705242673992582,-0.020106450873092374,0.0,0.002654098864468324,0.0,0.0,0.0,0.0,0.0
2025,120.655,24.095,0.1647550366300366,0.2334203296703296,3.1591487045000504,0.6436525157998343,0.0898740887641906,7,799.1374967584343,1,1,0,1.0,0.0,0.007412431318681301,-0.01200434981684989,0.013910737499810644,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0
2018,120.655,24.105,0.0,0.0,0.0,,,2,1185.7947680022048,0,0,0,0.0,0.0,,,,,,,,,,
