year,lon,lat,building_count,building_area_mean,amenity_count,shop_count,leisure_count,poi_diversity,road_length_total
2019,120.665,24.205,5,1614.9116813476344,0,0,0,0.0,0.0
2019,120.675,24.085,2,389.9773098776252,0,0,0,0.0,0.0
2019,120.675,24.095,5,641.8666171495433,0,0,0,0.0,0.0
2019,120.675,24.105,67,782.5181276835758,1,0,0,-0.0,0.0
2019,120.675,24.115,110,625.439683640615,3,8,3,1.41379956460568,0.0
2019,120.675,24.125,57,1431.7846973073467,5,1,0,0.6500224216483541,0.0
2019,120.675,24.135,48,1246.4410645492148,11,0,0,-0.0,0.0
2019,120.675,24.145,44,998.349607759167,13,2,0,0.5665095065529053,0.0
2019,120.675,24.155,16,1167.68254487615,6,0,0,-0.0,0.0
2019,120.675,24.165,11,2133.9635912557137,3,3,0,1.0,0.0
2019,120.675,24.175,34,1137.5643205900303,12,1,0,0.39124356362925566,0.0
2019,120.675,24.185,13,1559.0133609059124,0,0,0,0.0,0.0
2019,120.675,24.195,11,1018.2174622785195,2,0,0,-0.0,0.0
2019,120.675,24.205,2,4457.143484326612,0,1,0,-0.0,0.0
2019,120.685,24.085,0,0.0,0,0,0,0.0,0.0
2019,120.685,24.095,8,598.1547735536101,2,1,0,0.9182958340544896,0.0
2019,120.685,24.105,59,1041.6121316668246,6,8,1,1.272905595320056,0.0
2019,120.685,24.115,104,387.38634548001454,2,1,0,0.9182958340544896,0.0
2019,120.685,24.125,31,792.803417687456,1,0,1,1.0,0.0
2019,120.685,24.135,152,642.4053051056226,32,12,0,0.8453509366224364,0.0
2019,120.685,24.145,73,818.5637779830458,16,3,1,0.8841837197791889,0.0
2019,120.685,24.155,51,1773.6891498803247,13,4,0,0.7871265862012691,0.0
2019,120.685,24.165,33,1274.697977544673,12,6,1,1.1674367232867007,0.0
2019,120.685,24.175,66,1643.146056053651,11,3,0,0.74959525725948,0.0
2019,120.685,24.185,15,1436.1601426354507,11,2,0,0.6193821946787638,0.0
2019,120.685,24.195,10,4102.304163699616,5,0,0,-0.0,0.0
2019,120.685,24.205,1,15750.913984652228,0,0,0,0.0,0.0
2019,120.695,24.085,15,934.6565301525793,7,1,0,0.5435644431995964,0.0
2019,120.695,24.095,25,149.72634085656713,3,2,0,0.9709505944546686,0.0
2019,120.695,24.105,22,928.1361428405467,0,2,0,-0.0,0.0
2019,120.695,24.115,11,833.2765997626499,0,1,0,-0.0,0.0
2019,120.695,24.125,6,642.292931414727,0,0,0,0.0,0.0
2019,120.695,24.135,5,4040.273973996226,2,0,0,-0.0,0.0
2019,120.695,24.145,56,613.244463751765,3,1,0,0.8112781244591328,0.0
2019,120.695,24.155,162,268.18319125937154,5,2,0,0.863120568566631,0.0
2019,120.695,24.165,33,940.4610194802722,9,2,0,0.6840384356390417,0.0
2019,120.695,24.175,19,2484.1356160266646,4,2,0,0.9182958340544896,0.0
2019,120.695,24.185,5,1048.3069547006953,3,1,0,0.8112781244591328,0.0
2019,120.695,24.195,2,3773.2840102343457,0,0,0,0.0,0.0
2019,120.695,24.205,0,0.0,0,0,0,0.0,0.0
2019,120.705,24.085,7,243.62384786223842,2,1,0,0.9182958340544896,0.0
2019,120.705,24.095,18,361.3441340622455,1,1,0,1.0,0.0
2019,120.705,24.105,25,355.42038470649715,0,0,0,0.0,0.0
2019,120.705,24.115,31,1453.926235713562,0,0,0,0.0,0.0
2019,120.705,24.125,0,0.0,0,0,0,0.0,0.0
2019,120.705,24.135,4,2625.7453102234876,3,0,0,-0.0,0.0
2019,120.705,24.145,21,1106.9095489456465,6,1,1,1.061278124459133,0.0
2019,120.705,24.155,24,547.5519761137276,1,0,0,-0.0,0.0
2019,120.705,24.165,15,2229.54974762062,2,0,0,-0.0,0.0
2019,120.705,24.175,4,3650.3547948650107,1,1,0,1.0,0.0
2019,120.705,24.185,5,2337.0661605380265,0,0,0,0.0,0.0
2019,120.705,24.195,2,6103.681881891715,0,0,0,0.0,0.0
2019,120.705,24.205,5,3937.253813563143,1,0,0,-0.0,0.0
2019,120.715,24.085,0,0.0,0,0,0,0.0,0.0
2019,120.715,24.095,10,2167.522211033747,2,0,1,0.9182958340544896,0.0
2019,120.715,24.105,0,0.0,0,0,0,0.0,0.0
2019,120.715,24.115,20,1621.0288051134396,1,0,0,-0.0,0.0
2019,120.715,24.125,15,1514.0778649116712,4,3,0,0.9852281360342515,0.0
2019,120.715,24.135,2,1793.82242868187,1,0,0,-0.0,0.0
2019,120.715,24.145,11,1760.5782693185322,6,1,0,0.5916727785823275,0.0
2019,120.715,24.155,9,1630.5092855046566,0,0,1,-0.0,0.0
2019,120.715,24.165,28,1208.7192998880503,0,1,0,-0.0,0.0
2019,120.715,24.175,54,572.0928819605941,2,1,1,1.5,0.0
2019,120.715,24.185,5,927.9781422207907,0,0,0,0.0,0.0
2019,120.715,24.195,2,1168.8178309071463,2,0,0,-0.0,0.0
2019,120.715,24.205,1,409.7528756768447,0,0,0,0.0,0.0
2019,120.725,24.085,0,0.0,0,0,0,0.0,0.0
2019,120.725,24.095,3,4044.0217665150644,0,0,0,0.0,0.0
2019,120.725,24.105,5,2034.2516928030286,0,0,0,0.0,0.0
2019,120.725,24.115,2,2303.637612195175,0,0,0,0.0,0.0
2019,120.725,24.125,1,9524.30037581884,0,1,0,-0.0,0.0
2019,120.725,24.135,1,319.82672215041725,0,1,0,-0.0,0.0
2019,120.725,24.145,13,3071.396054850704,0,0,0,0.0,0.0
2019,120.725,24.155,8,1698.7224307085794,3,0,0,-0.0,0.0
2019,120.725,24.165,52,348.30303520892926,2,0,0,-0.0,0.0
2019,120.725,24.175,103,546.083717135345,15,6,0,0.863120568566631,0.0
2019,120.725,24.185,2,32.686646618031816,2,0,0,-0.0,0.0
2019,120.725,24.195,2,12054.817508430151,0,0,0,0.0,0.0
2019,120.725,24.205,15,1675.0598473848643,2,0,0,-0.0,0.0
2019,120.735,24.085,12,0.0,0,0,0,0.0,0.0
2019,120.735,24.095,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.105,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.115,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.125,1,84.84710920727822,0,0,0,0.0,0.0
2019,120.735,24.135,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.145,17,1298.0234059496404,4,1,0,0.7219280948873623,0.0
2019,120.735,24.155,4,5749.890541124572,2,0,0,-0.0,0.0
2019,120.735,24.165,90,333.01613348160834,0,0,0,0.0,0.0
2019,120.735,24.175,18,1189.058031846449,1,0,2,0.9182958340544896,0.0
2019,120.735,24.185,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.195,0,0.0,0,0,0,0.0,0.0
2019,120.735,24.205,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.085,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.095,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.105,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.115,2,492.49133355153157,0,0,0,0.0,0.0
2019,120.745,24.125,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.135,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.145,0,0.0,0,0,0,0.0,0.0
2019,120.745,24.155,3,945.8660972919984,0,0,0,0.0,0.0
2019,120.745,24.165,38,4229.881481048999,3,0,0,-0.0,0.0
2019,120.745,24.175,16,119.4848831202855,2,0,0,-0.0,0.0
2019,120.745,24.185,10,547.0679582719348,1,0,0,-0.0,0.0
2019,120.745,24.195,1,848.8347748593746,0,0,0,0.0,0.0
2019,120.745,24.205,0,0.0,0,0,0,0.0,0.0
2019,120.755,24.085,0,0.0,0,0,0,0.0,0.0
2019,120.755,24.095,0,0.0,0,0,0,0.0,0.0
2019,120.755,24.105,0,0.0,0,0,0,0.0,0.0
2019,120.755,24.115,0,0.0,0,0,0,0.0,0.0
